county_fips,media_market
19023,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19025,"Des Moines-Ames, IA"
19027,"Des Moines-Ames, IA"
19029,"Omaha, NE"
19031,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19033,"Rochester, MN-Mason City, IA-Austin, MN"
19035,"Sioux City, IA"
19037,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19039,"Des Moines-Ames, IA"
19041,"Sioux City, IA"
19043,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19045,"Davenport, IA-Rock Island-Moline, IL"
19047,"Omaha, NE"
19049,"Des Moines-Ames, IA"
19051,"Ottumwa, IA-Kirksville, MO"
19053,"Des Moines-Ames, IA"
19055,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19057,"Davenport, IA-Rock Island-Moline, IL"
19059,"Sioux City, IA"
19061,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19063,"Mankato, MN"
19065,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19067,"Rochester, MN-Mason City, IA-Austin, MN"
19069,"Des Moines-Ames, IA"
19071,"Omaha, NE"
19073,"Des Moines-Ames, IA"
19075,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19077,"Des Moines-Ames, IA"
19079,"Des Moines-Ames, IA"
19081,"Rochester, MN-Mason City, IA-Austin, MN"
19083,"Des Moines-Ames, IA"
19085,"Omaha, NE"
19087,"Davenport, IA-Rock Island-Moline, IL"
19089,"Rochester, MN-Mason City, IA-Austin, MN"
19091,"Des Moines-Ames, IA"
19093,"Sioux City, IA"
19095,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19097,"Davenport, IA-Rock Island-Moline, IL"
19099,"Des Moines-Ames, IA"
19101,"Ottumwa, IA-Kirksville, MO"
19103,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19105,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19107,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19109,"Des Moines-Ames, IA"
19111,"Quincy, IL-Hannibal, MO-Keokuk, IA"
19113,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19115,"Davenport, IA-Rock Island-Moline, IL"
19117,"Des Moines-Ames, IA"
19119,"Sioux Falls (Mitchell), SD"
19121,"Des Moines-Ames, IA"
19123,"Des Moines-Ames, IA"
19125,"Des Moines-Ames, IA"
19127,"Des Moines-Ames, IA"
19129,"Omaha, NE"
19131,"Rochester, MN-Mason City, IA-Austin, MN"
19133,"Sioux City, IA"
19135,"Des Moines-Ames, IA"
19137,"Omaha, NE"
19139,"Davenport, IA-Rock Island-Moline, IL"
19141,"Sioux City, IA"
19143,"Sioux Falls (Mitchell), SD"
19145,"Omaha, NE"
19147,"Sioux City, IA"
19149,"Sioux City, IA"
19151,"Des Moines-Ames, IA"
19153,"Des Moines-Ames, IA"
19155,"Omaha, NE"
19157,"Des Moines-Ames, IA"
19159,"Des Moines-Ames, IA"
19161,"Sioux City, IA"
19163,"Davenport, IA-Rock Island-Moline, IL"
19165,"Omaha, NE"
19167,"Sioux City, IA"
19169,"Des Moines-Ames, IA"
19171,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19173,"Des Moines-Ames, IA"
19175,"Des Moines-Ames, IA"
19177,"Ottumwa, IA-Kirksville, MO"
19179,"Ottumwa, IA-Kirksville, MO"
19181,"Des Moines-Ames, IA"
19183,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19185,"Des Moines-Ames, IA"
19187,"Des Moines-Ames, IA"
19189,"Rochester, MN-Mason City, IA-Austin, MN"
19191,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA"
19193,"Sioux City, IA"
19195,"Rochester, MN-Mason City, IA-Austin, MN"
19197,"Des Moines-Ames, IA"
20001,"Joplin, MO-Pittsburg, KS"
20003,"Kansas City, MO"
20005,"Kansas City, MO"
20007,"Wichita Falls, TX-Lawton, OK"
20009,"Wichita Falls, TX-Lawton, OK"
20011,"Joplin, MO-Pittsburg, KS"
20013,"Topeka, KS"
20015,"Wichita Falls, TX-Lawton, OK"
20017,"Wichita Falls, TX-Lawton, OK"
20019,"Tulsa, OK"
20021,"Joplin, MO-Pittsburg, KS"
20023,"Wichita Falls, TX-Lawton, OK"
20025,"Wichita Falls, TX-Lawton, OK"
20027,"Topeka, KS"
20029,"Topeka, KS"
20031,"Topeka, KS"
20033,"Wichita Falls, TX-Lawton, OK"
20035,"Wichita Falls, TX-Lawton, OK"
20037,"Joplin, MO-Pittsburg, KS"
20039,"Wichita Falls, TX-Lawton, OK"
20041,"Wichita Falls, TX-Lawton, OK"
20043,"St. Joseph, MO"
20045,"Kansas City, MO"
20047,"Wichita Falls, TX-Lawton, OK"
20049,"Wichita Falls, TX-Lawton, OK"
20051,"Wichita Falls, TX-Lawton, OK"
20053,"Wichita Falls, TX-Lawton, OK"
20055,"Wichita Falls, TX-Lawton, OK"
20057,"Wichita Falls, TX-Lawton, OK"
20059,"Kansas City, MO"
20061,"Topeka, KS"
20063,"Wichita Falls, TX-Lawton, OK"
20065,"Wichita Falls, TX-Lawton, OK"
20067,"Wichita Falls, TX-Lawton, OK"
20069,"Wichita Falls, TX-Lawton, OK"
20071,"Wichita Falls, TX-Lawton, OK"
20073,"Wichita Falls, TX-Lawton, OK"
20075,"Wichita Falls, TX-Lawton, OK"
20077,"Wichita Falls, TX-Lawton, OK"
20079,"Wichita Falls, TX-Lawton, OK"
20081,"Wichita Falls, TX-Lawton, OK"
20083,"Wichita Falls, TX-Lawton, OK"
20085,"Topeka, KS"
20087,"Topeka, KS"
20089,"Lincoln & Hastings-Kearney, NE"
20091,"Kansas City, MO"
20093,"Wichita Falls, TX-Lawton, OK"
20095,"Wichita Falls, TX-Lawton, OK"
20097,"Wichita Falls, TX-Lawton, OK"
20099,"Joplin, MO-Pittsburg, KS"
20101,"Wichita Falls, TX-Lawton, OK"
20103,"Kansas City, MO"
20105,"Wichita Falls, TX-Lawton, OK"
20107,"Kansas City, MO"
20109,"Wichita Falls, TX-Lawton, OK"
20111,"Topeka, KS"
20113,"Wichita Falls, TX-Lawton, OK"
20115,"Wichita Falls, TX-Lawton, OK"
20117,"Topeka, KS"
20119,"Wichita Falls, TX-Lawton, OK"
20121,"Kansas City, MO"
20123,"Wichita Falls, TX-Lawton, OK"
20125,"Tulsa, OK"
20127,"Topeka, KS"
20129,"Amarillo, TX"
20131,"Topeka, KS"
20133,"Joplin, MO-Pittsburg, KS"
20135,"Wichita Falls, TX-Lawton, OK"
20137,"Wichita Falls, TX-Lawton, OK"
20139,"Topeka, KS"
20141,"Wichita Falls, TX-Lawton, OK"
20143,"Wichita Falls, TX-Lawton, OK"
20145,"Wichita Falls, TX-Lawton, OK"
20147,"Lincoln & Hastings-Kearney, NE"
20149,"Topeka, KS"
20151,"Wichita Falls, TX-Lawton, OK"
20153,"Wichita Falls, TX-Lawton, OK"
20155,"Wichita Falls, TX-Lawton, OK"
20157,"Lincoln & Hastings-Kearney, NE"
20159,"Wichita Falls, TX-Lawton, OK"
20161,"Topeka, KS"
20163,"Wichita Falls, TX-Lawton, OK"
20165,"Wichita Falls, TX-Lawton, OK"
20167,"Wichita Falls, TX-Lawton, OK"
20169,"Wichita Falls, TX-Lawton, OK"
20171,"Wichita Falls, TX-Lawton, OK"
20173,"Wichita Falls, TX-Lawton, OK"
20175,"Wichita Falls, TX-Lawton, OK"
20177,"Topeka, KS"
20179,"Wichita Falls, TX-Lawton, OK"
20181,"Wichita Falls, TX-Lawton, OK"
20183,"Lincoln & Hastings-Kearney, NE"
20185,"Wichita Falls, TX-Lawton, OK"
20187,"Wichita Falls, TX-Lawton, OK"
20189,"Wichita Falls, TX-Lawton, OK"
20191,"Wichita Falls, TX-Lawton, OK"
20193,"Wichita Falls, TX-Lawton, OK"
20195,"Wichita Falls, TX-Lawton, OK"
20197,"Topeka, KS"
20199,"Wichita Falls, TX-Lawton, OK"
20201,"Topeka, KS"
20203,"Wichita Falls, TX-Lawton, OK"
20205,"Joplin, MO-Pittsburg, KS"
20207,"Joplin, MO-Pittsburg, KS"
20209,"Kansas City, MO"
21001,"Bowling Green, KY"
21003,"Nashville, TN"
21005,"Lexington, KY"
21007,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21009,"Bowling Green, KY"
21011,"Lexington, KY"
21013,"Knoxville, TN"
21015,"Cincinnati, OH"
21017,"Lexington, KY"
21019,"Charleston-Huntington, WV"
21021,"Lexington, KY"
21023,"Cincinnati, OH"
21025,"Lexington, KY"
21027,"Louisville, KY"
21029,"Louisville, KY"
21031,"Bowling Green, KY"
21033,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21035,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21037,"Cincinnati, OH"
21039,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21041,"Louisville, KY"
21043,"Charleston-Huntington, WV"
21045,"Lexington, KY"
21047,"Nashville, TN"
21049,"Lexington, KY"
21051,"Lexington, KY"
21053,"Nashville, TN"
21055,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21057,"Bowling Green, KY"
21059,"Evansville, IN"
21061,"Bowling Green, KY"
21063,"Charleston-Huntington, WV"
21065,"Lexington, KY"
21067,"Lexington, KY"
21069,"Lexington, KY"
21071,"Charleston-Huntington, WV"
21073,"Lexington, KY"
21075,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21077,"Cincinnati, OH"
21079,"Lexington, KY"
21081,"Cincinnati, OH"
21083,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21085,"Louisville, KY"
21087,"Louisville, KY"
21089,"Charleston-Huntington, WV"
21091,"Evansville, IN"
21093,"Louisville, KY"
21095,"Knoxville, TN"
21097,"Lexington, KY"
21099,"Bowling Green, KY"
21101,"Evansville, IN"
21103,"Louisville, KY"
21105,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21107,"Evansville, IN"
21109,"Lexington, KY"
21111,"Louisville, KY"
21113,"Lexington, KY"
21115,"Charleston-Huntington, WV"
21117,"Cincinnati, OH"
21119,"Lexington, KY"
21121,"Lexington, KY"
21123,"Louisville, KY"
21125,"Lexington, KY"
21127,"Charleston-Huntington, WV"
21129,"Lexington, KY"
21131,"Tri-Cities, TN-VA"
21133,"Tri-Cities, TN-VA"
21135,"Charleston-Huntington, WV"
21137,"Lexington, KY"
21139,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21141,"Nashville, TN"
21143,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21145,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21147,"Knoxville, TN"
21149,"Evansville, IN"
21151,"Lexington, KY"
21153,"Charleston-Huntington, WV"
21155,"Louisville, KY"
21157,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
21159,"Charleston-Huntington, WV"
21161,"Cincinnati, OH"
21163,"Louisville, KY"
21165,"Lexington, KY"
21167,"Lexington, KY"
21169,"Bowling Green, KY"
21171,"Nashville, TN"
21173,"Lexington, KY"
21175,"Lexington, KY"
21177,"Evansville, IN"
21179,"Louisville, KY"
21181,"Lexington, KY"
21183,"Evansville, IN"
21185,"Louisville, KY"
21187,"Cincinnati, OH"
21189,"Lexington, KY"
21191,"Cincinnati, OH"
21193,"Lexington, KY"
21195,"Charleston-Huntington, WV"
21197,"Lexington, KY"
21199,"Lexington, KY"
21201,"Cincinnati, OH"
21203,"Lexington, KY"
21205,"Lexington, KY"
21207,"Lexington, KY"
21209,"Lexington, KY"
21211,"Louisville, KY"
21213,"Nashville, TN"
21215,"Louisville, KY"
21217,"Louisville, KY"
21219,"Nashville, TN"
21221,"Nashville, TN"
21223,"Louisville, KY"
21225,"Evansville, IN"
21227,"Bowling Green, KY"
21229,"Louisville, KY"
21231,"Lexington, KY"
21233,"Evansville, IN"
21235,"Lexington, KY"
21237,"Lexington, KY"
21239,"Lexington, KY"
22001,"Lafayette, LA"
22003,"Lake Charles, LA"
22005,"Baton Rouge, LA"
22007,"Baton Rouge, LA"
22009,"Alexandria, LA"
22011,"Lake Charles, LA"
22013,"Shreveport, LA"
22015,"Shreveport, LA"
22017,"Shreveport, LA"
22019,"Lake Charles, LA"
22021,"Monroe, LA-El Dorado, AR"
22023,"Lake Charles, LA"
22025,"Monroe, LA-El Dorado, AR"
22027,"Shreveport, LA"
22029,"Monroe, LA-El Dorado, AR"
22031,"Shreveport, LA"
22033,"Baton Rouge, LA"
22035,"Monroe, LA-El Dorado, AR"
22037,"Baton Rouge, LA"
22039,"Lafayette, LA"
22041,"Monroe, LA-El Dorado, AR"
22043,"Alexandria, LA"
22045,"Lafayette, LA"
22047,"Baton Rouge, LA"
22049,"Monroe, LA-El Dorado, AR"
22051,"New Orleans, LA"
22053,"Lafayette, LA"
22055,"Lafayette, LA"
22057,"New Orleans, LA"
22059,"Monroe, LA-El Dorado, AR"
22061,"Monroe, LA-El Dorado, AR"
22063,"Baton Rouge, LA"
22065,"Monroe, LA-El Dorado, AR"
22067,"Monroe, LA-El Dorado, AR"
22069,"Shreveport, LA"
22071,"New Orleans, LA"
22073,"Monroe, LA-El Dorado, AR"
22075,"New Orleans, LA"
22077,"Baton Rouge, LA"
22079,"Alexandria, LA"
22081,"Shreveport, LA"
22083,"Monroe, LA-El Dorado, AR"
22085,"Shreveport, LA"
22087,"New Orleans, LA"
22089,"New Orleans, LA"
22091,"Baton Rouge, LA"
22093,"New Orleans, LA"
22095,"New Orleans, LA"
22097,"Lafayette, LA"
22099,"Lafayette, LA"
22101,"Baton Rouge, LA"
22103,"New Orleans, LA"
22105,"New Orleans, LA"
22107,"Monroe, LA-El Dorado, AR"
22109,"New Orleans, LA"
22111,"Monroe, LA-El Dorado, AR"
22113,"Lafayette, LA"
22115,"Alexandria, LA"
22117,"New Orleans, LA"
22119,"Shreveport, LA"
22121,"Baton Rouge, LA"
22123,"Monroe, LA-El Dorado, AR"
22125,"Baton Rouge, LA"
22127,"Monroe, LA-El Dorado, AR"
23001,"Portland-Auburn, ME"
23003,"Presque Isle, ME"
23005,"Portland-Auburn, ME"
23007,"Portland-Auburn, ME"
23009,"Bangor, ME"
23011,"Portland-Auburn, ME"
23013,"Portland-Auburn, ME"
23015,"Portland-Auburn, ME"
23017,"Portland-Auburn, ME"
23019,"Bangor, ME"
23021,"Bangor, ME"
23023,"Portland-Auburn, ME"
23025,"Bangor, ME"
23027,"Bangor, ME"
23029,"Bangor, ME"
23031,"Portland-Auburn, ME"
24001,"Washington, DC (Hagerstown, MD)"
24003,"Baltimore, MD"
24005,"Baltimore, MD"
24009,"Washington, DC (Hagerstown, MD)"
24011,"Baltimore, MD"
24013,"Baltimore, MD"
24015,"Baltimore, MD"
24017,"Washington, DC (Hagerstown, MD)"
24019,"Baltimore, MD"
24021,"Washington, DC (Hagerstown, MD)"
24023,"Pittsburgh, PA"
24025,"Baltimore, MD"
24027,"Baltimore, MD"
24029,"Baltimore, MD"
24031,"Washington, DC (Hagerstown, MD)"
24033,"Washington, DC (Hagerstown, MD)"
24035,"Baltimore, MD"
24037,"Washington, DC (Hagerstown, MD)"
24039,"Salisbury, MD"
24041,"Baltimore, MD"
24043,"Washington, DC (Hagerstown, MD)"
24045,"Salisbury, MD"
24047,"Salisbury, MD"
24510,"Baltimore, MD"
25001,"Boston, MA (Manchester, NH)"
25003,"Albany-Schenectady-Troy, NY"
25005,"Providence, RI-New Bedford, MA"
25007,"Boston, MA (Manchester, NH)"
25009,"Boston, MA (Manchester, NH)"
25011,"Springfield-Holyoke, MA"
25013,"Springfield-Holyoke, MA"
25015,"Springfield-Holyoke, MA"
25017,"Boston, MA (Manchester, NH)"
25019,"Boston, MA (Manchester, NH)"
25021,"Boston, MA (Manchester, NH)"
25023,"Boston, MA (Manchester, NH)"
25025,"Boston, MA (Manchester, NH)"
25027,"Boston, MA (Manchester, NH)"
26001,"Alpena, MI"
26003,"Marquette, MI"
26005,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26007,"Alpena, MI"
26009,"Traverse City-Cadillac, MI"
26011,"Flint-Saginaw-Bay City, MI"
26013,"Marquette, MI"
26015,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26017,"Flint-Saginaw-Bay City, MI"
26019,"Traverse City-Cadillac, MI"
26021,"South Bend-Elkhart, IN"
26023,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26025,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26027,"South Bend-Elkhart, IN"
26029,"Traverse City-Cadillac, MI"
26031,"Traverse City-Cadillac, MI"
26033,"Traverse City-Cadillac, MI"
26035,"Traverse City-Cadillac, MI"
26037,"Lansing, MI"
26039,"Traverse City-Cadillac, MI"
26041,"Marquette, MI"
26043,"Marquette, MI"
26045,"Lansing, MI"
26047,"Traverse City-Cadillac, MI"
26049,"Flint-Saginaw-Bay City, MI"
26051,"Flint-Saginaw-Bay City, MI"
26053,"Duluth, MN-Superior, WI"
26055,"Traverse City-Cadillac, MI"
26057,"Flint-Saginaw-Bay City, MI"
26059,"Lansing, MI"
26061,"Marquette, MI"
26063,"Flint-Saginaw-Bay City, MI"
26065,"Lansing, MI"
26067,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26069,"Flint-Saginaw-Bay City, MI"
26071,"Marquette, MI"
26073,"Flint-Saginaw-Bay City, MI"
26075,"Lansing, MI"
26077,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26079,"Traverse City-Cadillac, MI"
26081,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26083,"Marquette, MI"
26085,"Traverse City-Cadillac, MI"
26087,"Detroit, MI"
26089,"Traverse City-Cadillac, MI"
26091,"Toledo, OH"
26093,"Detroit, MI"
26095,"Traverse City-Cadillac, MI"
26097,"Traverse City-Cadillac, MI"
26099,"Detroit, MI"
26101,"Traverse City-Cadillac, MI"
26103,"Marquette, MI"
26105,"Traverse City-Cadillac, MI"
26107,"Traverse City-Cadillac, MI"
26109,"Green Bay-Appleton, WI"
26111,"Flint-Saginaw-Bay City, MI"
26113,"Traverse City-Cadillac, MI"
26115,"Detroit, MI"
26117,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26119,"Traverse City-Cadillac, MI"
26121,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26123,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26125,"Detroit, MI"
26127,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26129,"Flint-Saginaw-Bay City, MI"
26131,"Marquette, MI"
26133,"Traverse City-Cadillac, MI"
26135,"Traverse City-Cadillac, MI"
26137,"Traverse City-Cadillac, MI"
26139,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26141,"Traverse City-Cadillac, MI"
26143,"Traverse City-Cadillac, MI"
26145,"Flint-Saginaw-Bay City, MI"
26147,"Detroit, MI"
26149,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26151,"Detroit, MI"
26153,"Marquette, MI"
26155,"Flint-Saginaw-Bay City, MI"
26157,"Flint-Saginaw-Bay City, MI"
26159,"Grand Rapids-Kalamazoo-Battle Creek, MI"
26161,"Detroit, MI"
26163,"Detroit, MI"
26165,"Traverse City-Cadillac, MI"
27001,"Duluth, MN-Superior, WI"
27003,"Minneapolis-St. Paul, MN"
27005,"Fargo-Valley City, ND"
27007,"Minneapolis-St. Paul, MN"
27009,"Minneapolis-St. Paul, MN"
27011,"Minneapolis-St. Paul, MN"
27013,"Mankato, MN"
27015,"Mankato, MN"
27017,"Duluth, MN-Superior, WI"
27019,"Minneapolis-St. Paul, MN"
27021,"Minneapolis-St. Paul, MN"
27023,"Minneapolis-St. Paul, MN"
27025,"Minneapolis-St. Paul, MN"
27027,"Fargo-Valley City, ND"
27029,"Fargo-Valley City, ND"
27031,"Duluth, MN-Superior, WI"
27033,"Minneapolis-St. Paul, MN"
27035,"Minneapolis-St. Paul, MN"
27037,"Minneapolis-St. Paul, MN"
27039,"Rochester, MN-Mason City, IA-Austin, MN"
27041,"Minneapolis-St. Paul, MN"
27043,"Minneapolis-St. Paul, MN"
27045,"Rochester, MN-Mason City, IA-Austin, MN"
27047,"Rochester, MN-Mason City, IA-Austin, MN"
27049,"Minneapolis-St. Paul, MN"
27051,"Minneapolis-St. Paul, MN"
27053,"Minneapolis-St. Paul, MN"
27055,"La Crosse-Eau Claire, WI"
27057,"Minneapolis-St. Paul, MN"
27059,"Minneapolis-St. Paul, MN"
27061,"Duluth, MN-Superior, WI"
27063,"Minneapolis-St. Paul, MN"
27065,"Minneapolis-St. Paul, MN"
27067,"Minneapolis-St. Paul, MN"
27069,"Fargo-Valley City, ND"
27071,"Duluth, MN-Superior, WI"
27073,"Minneapolis-St. Paul, MN"
27075,"Duluth, MN-Superior, WI"
27077,"Fargo-Valley City, ND"
27079,"Minneapolis-St. Paul, MN"
27081,"Sioux Falls (Mitchell), SD"
27083,"Minneapolis-St. Paul, MN"
27085,"Minneapolis-St. Paul, MN"
27087,"Fargo-Valley City, ND"
27089,"Fargo-Valley City, ND"
27091,"Mankato, MN"
27093,"Minneapolis-St. Paul, MN"
27095,"Minneapolis-St. Paul, MN"
27097,"Minneapolis-St. Paul, MN"
27099,"Rochester, MN-Mason City, IA-Austin, MN"
27101,"Sioux Falls (Mitchell), SD"
27103,"Minneapolis-St. Paul, MN"
27105,"Sioux Falls (Mitchell), SD"
27107,"Fargo-Valley City, ND"
27109,"Rochester, MN-Mason City, IA-Austin, MN"
27111,"Fargo-Valley City, ND"
27113,"Fargo-Valley City, ND"
27115,"Minneapolis-St. Paul, MN"
27117,"Sioux Falls (Mitchell), SD"
27119,"Fargo-Valley City, ND"
27121,"Minneapolis-St. Paul, MN"
27123,"Minneapolis-St. Paul, MN"
27125,"Fargo-Valley City, ND"
27127,"Minneapolis-St. Paul, MN"
27129,"Minneapolis-St. Paul, MN"
27131,"Minneapolis-St. Paul, MN"
27133,"Sioux Falls (Mitchell), SD"
27135,"Fargo-Valley City, ND"
27137,"Duluth, MN-Superior, WI"
27139,"Minneapolis-St. Paul, MN"
27141,"Minneapolis-St. Paul, MN"
27143,"Minneapolis-St. Paul, MN"
27145,"Minneapolis-St. Paul, MN"
27147,"Minneapolis-St. Paul, MN"
27149,"Minneapolis-St. Paul, MN"
27151,"Minneapolis-St. Paul, MN"
27153,"Minneapolis-St. Paul, MN"
27155,"Minneapolis-St. Paul, MN"
27157,"Minneapolis-St. Paul, MN"
27159,"Minneapolis-St. Paul, MN"
27161,"Minneapolis-St. Paul, MN"
27163,"Minneapolis-St. Paul, MN"
27165,"Mankato, MN"
27167,"Fargo-Valley City, ND"
27169,"La Crosse-Eau Claire, WI"
27171,"Minneapolis-St. Paul, MN"
27173,"Minneapolis-St. Paul, MN"
28001,"Jackson, MS"
28003,"Memphis, TN"
28005,"Baton Rouge, LA"
28007,"Jackson, MS"
28009,"Memphis, TN"
28011,"Greenwood-Greenville, MS"
28013,"Columbus-Tupelo-West Point, MS"
28015,"Greenwood-Greenville, MS"
28017,"Columbus-Tupelo-West Point, MS"
28019,"Columbus-Tupelo-West Point, MS"
28021,"Jackson, MS"
28023,"Meridian, MS"
28025,"Columbus-Tupelo-West Point, MS"
28027,"Memphis, TN"
28029,"Jackson, MS"
28031,"Hattiesburg-Laurel, MS"
28033,"Memphis, TN"
28035,"Hattiesburg-Laurel, MS"
28037,"Jackson, MS"
28039,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
28041,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
28043,"Greenwood-Greenville, MS"
28045,"New Orleans, LA"
28047,"Biloxi-Gulfport, MS"
28049,"Jackson, MS"
28051,"Jackson, MS"
28053,"Jackson, MS"
28055,"Jackson, MS"
28057,"Columbus-Tupelo-West Point, MS"
28059,"Biloxi-Gulfport, MS"
28061,"Hattiesburg-Laurel, MS"
28063,"Jackson, MS"
28065,"Jackson, MS"
28067,"Hattiesburg-Laurel, MS"
28069,"Meridian, MS"
28071,"Memphis, TN"
28073,"Hattiesburg-Laurel, MS"
28075,"Meridian, MS"
28077,"Jackson, MS"
28079,"Jackson, MS"
28081,"Columbus-Tupelo-West Point, MS"
28083,"Greenwood-Greenville, MS"
28085,"Jackson, MS"
28087,"Columbus-Tupelo-West Point, MS"
28089,"Jackson, MS"
28091,"Hattiesburg-Laurel, MS"
28093,"Memphis, TN"
28095,"Columbus-Tupelo-West Point, MS"
28097,"Columbus-Tupelo-West Point, MS"
28099,"Meridian, MS"
28101,"Meridian, MS"
28103,"Columbus-Tupelo-West Point, MS"
28105,"Columbus-Tupelo-West Point, MS"
28107,"Memphis, TN"
28109,"New Orleans, LA"
28111,"Hattiesburg-Laurel, MS"
28113,"Jackson, MS"
28115,"Columbus-Tupelo-West Point, MS"
28117,"Columbus-Tupelo-West Point, MS"
28119,"Memphis, TN"
28121,"Jackson, MS"
28123,"Jackson, MS"
28125,"Jackson, MS"
28127,"Jackson, MS"
28129,"Jackson, MS"
28131,"Biloxi-Gulfport, MS"
28133,"Greenwood-Greenville, MS"
28135,"Greenwood-Greenville, MS"
28137,"Memphis, TN"
28139,"Memphis, TN"
28141,"Columbus-Tupelo-West Point, MS"
28143,"Memphis, TN"
28145,"Columbus-Tupelo-West Point, MS"
28147,"Jackson, MS"
28149,"Jackson, MS"
28151,"Greenwood-Greenville, MS"
28153,"Hattiesburg-Laurel, MS"
28155,"Columbus-Tupelo-West Point, MS"
28157,"Baton Rouge, LA"
28159,"Columbus-Tupelo-West Point, MS"
28161,"Columbus-Tupelo-West Point, MS"
28163,"Jackson, MS"
29001,"Ottumwa, IA-Kirksville, MO"
29003,"St. Joseph, MO"
29005,"Omaha, NE"
29007,"Columbia-Jefferson City, MO"
29009,"Springfield, MO"
29011,"Joplin, MO-Pittsburg, KS"
29013,"Kansas City, MO"
29015,"Springfield, MO"
29017,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29019,"Columbia-Jefferson City, MO"
29021,"St. Joseph, MO"
29023,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29025,"Kansas City, MO"
29027,"Columbia-Jefferson City, MO"
29029,"Springfield, MO"
29031,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29033,"Kansas City, MO"
29035,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29037,"Kansas City, MO"
29039,"Springfield, MO"
29041,"Columbia-Jefferson City, MO"
29043,"Springfield, MO"
29045,"Quincy, IL-Hannibal, MO-Keokuk, IA"
29047,"Kansas City, MO"
29049,"Kansas City, MO"
29051,"Columbia-Jefferson City, MO"
29053,"Columbia-Jefferson City, MO"
29055,"St. Louis, MO"
29057,"Springfield, MO"
29059,"Springfield, MO"
29061,"Kansas City, MO"
29063,"St. Joseph, MO"
29065,"Springfield, MO"
29067,"Springfield, MO"
29069,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29071,"St. Louis, MO"
29073,"St. Louis, MO"
29075,"Kansas City, MO"
29077,"Springfield, MO"
29079,"Kansas City, MO"
29081,"Kansas City, MO"
29083,"Kansas City, MO"
29085,"Springfield, MO"
29087,"St. Joseph, MO"
29089,"Columbia-Jefferson City, MO"
29091,"Springfield, MO"
29093,"St. Louis, MO"
29095,"Kansas City, MO"
29097,"Joplin, MO-Pittsburg, KS"
29099,"St. Louis, MO"
29101,"Kansas City, MO"
29103,"Quincy, IL-Hannibal, MO-Keokuk, IA"
29105,"Springfield, MO"
29107,"Kansas City, MO"
29109,"Springfield, MO"
29111,"Quincy, IL-Hannibal, MO-Keokuk, IA"
29113,"St. Louis, MO"
29115,"Kansas City, MO"
29117,"Kansas City, MO"
29119,"Joplin, MO-Pittsburg, KS"
